O*NET-SOC Code,Element ID,Element Name,Scale ID,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
11-9051.00,4.A.2.b.4,Developing Objectives and Strategies,LV,3.23,37,0.5543,2.1027,4.3509,N,N,08/2025,Incumbent
11-9051.00,4.A.2.b.5,Scheduling Work and Activities,IM,3.68,38,0.3292,3.0158,4.3498,N,n/a,08/2025,Incumbent
11-9051.00,4.A.2.b.5,Scheduling Work and Activities,LV,3.63,37,0.5220,2.5674,4.6848,N,N,08/2025,Incumbent
11-9051.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,3.65,37,0.3565,2.9298,4.3759,N,n/a,08/2025,Incumbent
11-9051.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,3.73,37,0.5247,2.6661,4.7942,N,N,08/2025,Incumbent
11-9051.00,4.A.3.a.1,Performing General Physical Activities,IM,3.85,38,0.3031,3.2325,4.4609,N,n/a,08/2025,Incumbent
11-9051.00,4.A.3.a.1,Performing General Physical Activities,LV,3.19,37,0.3766,2.4311,3.9588,N,N,08/2025,Incumbent
11-9051.00,4.A.3.a.2,Handling and Moving Objects,IM,3.63,37,0.2730,3.0782,4.1856,N,n/a,08/2025,Incumbent
11-9051.00,4.A.3.a.2,Handling and Moving Objects,LV,4.71,38,0.3917,3.9139,5.5011,N,N,08/2025,Incumbent
11-9051.00,4.A.3.a.3,Controlling Machines and Processes,IM,2.96,38,0.3126,2.3260,3.5929,N,n/a,08/2025,Incumbent
11-9051.00,4.A.3.a.3,Controlling Machines and Processes,LV,2.66,37,0.3235,2.0069,3.3191,N,N,08/2025,Incumbent
11-9051.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,1.93,37,0.3871,1.1487,2.7189,N,n/a,08/2025,Incumbent
11-9051.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,1.18,38,0.5101,0.1512,2.2183,N,N,08/2025,Incumbent
11-9051.00,4.A.3.b.1,Working with Computers,IM,3.26,36,0.2983,2.6568,3.8679,N,n/a,08/2025,Incumbent
11-9051.00,4.A.3.b.1,Working with Computers,LV,2.43,37,0.2199,1.9821,2.8740,N,N,08/2025,Incumbent
11-9051.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,2.21,37,0.3541,1.4950,2.9312,N,n/a,08/2025,Incumbent
11-9051.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,1.68,38,0.4931,0.6837,2.6818,N,N,08/2025,Incumbent
11-9051.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,2.50,37,0.3771,1.7361,3.2658,N,n/a,08/2025,Incumbent
11-9051.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,2.06,38,0.5970,0.8460,3.2653,N,N,08/2025,Incumbent
11-9051.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,2.36,35,0.4087,1.5267,3.1877,N,n/a,08/2025,Incumbent
11-9051.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,1.82,37,0.4758,0.8548,2.7850,N,N,08/2025,Incumbent
11-9051.00,4.A.3.b.6,Documenting/Recording Information,IM,3.07,38,0.3121,2.4387,3.7035,N,n/a,08/2025,Incumbent
11-9051.00,4.A.3.b.6,Documenting/Recording Information,LV,2.35,38,0.3621,1.6146,3.0819,N,N,08/2025,Incumbent
11-9051.00,4.A.4.a.1,Interpreting the Meaning of Information for Others,IM,3.21,37,0.3232,2.5502,3.8612,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.a.1,Interpreting the Meaning of Information for Others,LV,2.29,37,0.3869,1.5011,3.0704,N,N,08/2025,Incumbent
11-9051.00,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",IM,3.96,37,0.4378,3.0742,4.8499,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",LV,3.75,37,0.5981,2.5402,4.9664,N,N,08/2025,Incumbent
11-9051.00,4.A.4.a.3,Communicating with People Outside the Organization,IM,3.34,37,0.4220,2.4804,4.1922,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.a.3,Communicating with People Outside the Organization,LV,2.88,37,0.4847,1.8983,3.8644,N,N,08/2025,Incumbent
11-9051.00,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,IM,4.03,36,0.2560,3.5127,4.5523,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,LV,3.90,37,0.3130,3.2677,4.5373,N,N,08/2025,Incumbent
11-9051.00,4.A.4.a.5,Assisting and Caring for Others,IM,3.00,38,0.3116,2.3656,3.6282,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.a.5,Assisting and Caring for Others,LV,3.23,38,0.4799,2.2613,4.2061,N,N,08/2025,Incumbent
11-9051.00,4.A.4.a.6,Selling or Influencing Others,IM,3.37,38,0.4028,2.5545,4.1866,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.a.6,Selling or Influencing Others,LV,2.80,38,0.4978,1.7880,3.8052,N,N,08/2025,Incumbent
11-9051.00,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,IM,3.70,37,0.1888,3.3131,4.0790,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,LV,3.81,36,0.3324,3.1380,4.4877,N,N,08/2025,Incumbent
11-9051.00,4.A.4.a.8,Performing for or Working Directly with the Public,IM,3.63,38,0.3228,2.9750,4.2833,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.a.8,Performing for or Working Directly with the Public,LV,3.49,37,0.2756,2.9271,4.0452,N,N,08/2025,Incumbent
11-9051.00,4.A.4.b.1,Coordinating the Work and Activities of Others,IM,4.05,38,0.2673,3.5044,4.5877,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.b.1,Coordinating the Work and Activities of Others,LV,3.67,38,0.4754,2.7024,4.6290,N,N,08/2025,Incumbent
11-9051.00,4.A.4.b.2,Developing and Building Teams,IM,3.63,37,0.3208,2.9838,4.2850,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.b.2,Developing and Building Teams,LV,3.58,37,0.5909,2.3865,4.7833,N,N,08/2025,Incumbent
11-9051.00,4.A.4.b.3,Training and Teaching Others,IM,4.15,37,0.3238,3.4961,4.8095,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.b.3,Training and Teaching Others,LV,3.24,38,0.3090,2.6177,3.8700,N,N,08/2025,Incumbent
11-9051.00,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",IM,3.93,37,0.4272,3.0678,4.8005,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",LV,4.13,38,0.6058,2.9010,5.3558,N,N,08/2025,Incumbent
11-9051.00,4.A.4.b.5,Coaching and Developing Others,IM,4.16,38,0.2902,3.5717,4.7479,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.b.5,Coaching and Developing Others,LV,4.46,38,0.4736,3.5013,5.4204,N,N,08/2025,Incumbent
11-9051.00,4.A.4.b.6,Providing Consultation and Advice to Others,IM,3.34,38,0.3551,2.6229,4.0618,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.b.6,Providing Consultation and Advice to Others,LV,3.06,38,0.5651,1.9165,4.2063,N,N,08/2025,Incumbent
11-9051.00,4.A.4.c.1,Performing Administrative Activities,IM,3.41,38,0.3130,2.7744,4.0428,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.c.1,Performing Administrative Activities,LV,2.87,38,0.4521,1.9553,3.7874,N,N,08/2025,Incumbent
11-9051.00,4.A.4.c.2,Staffing Organizational Units,IM,3.90,36,0.3107,3.2725,4.5342,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.c.2,Staffing Organizational Units,LV,4.42,36,0.3914,3.6276,5.2168,N,N,08/2025,Incumbent
11-9051.00,4.A.4.c.3,Monitoring and Controlling Resources,IM,3.65,37,0.4789,2.6771,4.6198,N,n/a,08/2025,Incumbent
11-9051.00,4.A.4.c.3,Monitoring and Controlling Resources,LV,3.75,37,0.6082,2.5138,4.9807,N,N,08/2025,Incumbent
11-9071.00,4.A.1.a.1,Getting Information,IM,4.19,19,0.1357,3.9006,4.4706,N,n/a,08/2023,Incumbent
11-9071.00,4.A.1.a.1,Getting Information,LV,4.42,20,0.2183,3.9659,4.8796,N,N,08/2023,Incumbent
11-9071.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",IM,3.65,21,0.1767,3.2808,4.0180,N,n/a,08/2023,Incumbent
11-9071.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",LV,4.05,21,0.1447,3.7507,4.3542,N,N,08/2023,Incumbent
11-9071.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",IM,3.66,21,0.1653,3.3168,4.0063,N,n/a,08/2023,Incumbent
11-9071.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",LV,4.31,21,0.3214,3.6440,4.9849,N,N,08/2023,Incumbent
11-9071.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",IM,2.82,21,0.3065,2.1769,3.4555,N,n/a,08/2023,Incumbent
11-9071.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",LV,2.67,21,0.2585,2.1293,3.2075,N,N,08/2023,Incumbent
11-9071.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",IM,2.83,21,0.2751,2.2523,3.3999,N,n/a,08/2023,Incumbent
11-9071.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",LV,2.92,21,0.3760,2.1323,3.7010,N,N,08/2023,Incumbent
11-9071.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",IM,3.39,21,0.2634,2.8405,3.9396,N,n/a,08/2023,Incumbent
11-9071.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",LV,3.35,21,0.2929,2.7374,3.9592,N,N,08/2023,Incumbent
11-9071.00,4.A.2.a.2,Processing Information,IM,3.65,21,0.2718,3.0783,4.2120,N,n/a,08/2023,Incumbent
11-9071.00,4.A.2.a.2,Processing Information,LV,3.98,21,0.2813,3.3962,4.5697,N,N,08/2023,Incumbent
11-9071.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,IM,4.16,20,0.1495,3.8464,4.4720,N,n/a,08/2023,Incumbent
11-9071.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,LV,4.17,21,0.3655,3.4104,4.9350,N,N,08/2023,Incumbent
11-9071.00,4.A.2.a.4,Analyzing Data or Information,IM,3.71,21,0.2680,3.1472,4.2654,N,n/a,08/2023,Incumbent
11-9071.00,4.A.2.a.4,Analyzing Data or Information,LV,3.68,21,0.3551,2.9405,4.4218,N,N,08/2023,Incumbent
11-9071.00,4.A.2.b.1,Making Decisions and Solving Problems,IM,4.21,21,0.1662,3.8599,4.5531,N,n/a,08/2023,Incumbent
11-9071.00,4.A.2.b.1,Making Decisions and Solving Problems,LV,3.85,21,0.3014,3.2227,4.4803,N,N,08/2023,Incumbent
11-9071.00,4.A.2.b.2,Thinking Creatively,IM,3.29,20,0.2539,2.7606,3.8236,N,n/a,08/2023,Incumbent
11-9071.00,4.A.2.b.2,Thinking Creatively,LV,3.44,20,0.2894,2.8378,4.0491,N,N,08/2023,Incumbent
11-9071.00,4.A.2.b.3,Updating and Using Relevant Knowledge,IM,3.40,21,0.4077,2.5452,4.2459,N,n/a,08/2023,Incumbent
11-9071.00,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,4.03,21,0.4050,3.1819,4.8717,N,N,08/2023,Incumbent
11-9071.00,4.A.2.b.4,Developing Objectives and Strategies,IM,3.29,21,0.2513,2.7638,3.8122,N,n/a,08/2023,Incumbent
11-9071.00,4.A.2.b.4,Developing Objectives and Strategies,LV,3.64,21,0.3661,2.8768,4.4040,N,N,08/2023,Incumbent
11-9071.00,4.A.2.b.5,Scheduling Work and Activities,IM,3.66,21,0.3951,2.8390,4.4874,N,n/a,08/2023,Incumbent
11-9071.00,4.A.2.b.5,Scheduling Work and Activities,LV,4.13,21,0.1802,3.7538,4.5056,N,N,08/2023,Incumbent
11-9071.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,3.62,21,0.1872,3.2308,4.0119,N,n/a,08/2023,Incumbent
11-9071.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,4.45,21,0.3214,3.7825,5.1234,N,N,08/2023,Incumbent
11-9071.00,4.A.3.a.1,Performing General Physical Activities,IM,2.17,21,0.3268,1.4925,2.8560,N,n/a,08/2023,Incumbent
11-9071.00,4.A.3.a.1,Performing General Physical Activities,LV,2.07,21,0.4501,1.1265,3.0044,N,N,08/2023,Incumbent
11-9071.00,4.A.3.a.2,Handling and Moving Objects,IM,2.30,21,0.3460,1.5772,3.0208,N,n/a,08/2023,Incumbent
11-9071.00,4.A.3.a.2,Handling and Moving Objects,LV,2.93,21,0.7131,1.4394,4.4143,N,N,08/2023,Incumbent
11-9071.00,4.A.3.a.3,Controlling Machines and Processes,IM,2.79,21,0.3853,1.9861,3.5937,N,n/a,08/2023,Incumbent
11-9071.00,4.A.3.a.3,Controlling Machines and Processes,LV,2.39,21,0.2827,1.7983,2.9776,N,N,08/2023,Incumbent
11-9071.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,1.53,20,0.2489,1.0061,2.0480,N,n/a,08/2023,Incumbent
11-9071.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,0.96,21,0.3831,0.1634,1.7618,N,N,08/2023,Incumbent
11-9071.00,4.A.3.b.1,Working with Computers,IM,4.05,20,0.3208,3.3756,4.7184,N,n/a,08/2023,Incumbent
11-9071.00,4.A.3.b.1,Working with Computers,LV,3.10,21,0.1436,2.8004,3.3994,N,N,08/2023,Incumbent
11-9071.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,1.79,21,0.3036,1.1551,2.4218,N,n/a,08/2023,Incumbent
11-9071.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,1.22,21,0.4879,0.2018,2.2371,N,N,08/2023,Incumbent
11-9071.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,1.93,20,0.4320,1.0247,2.8332,N,n/a,08/2023,Incumbent
11-9071.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,1.37,20,0.5951,0.1233,2.6145,N,N,08/2023,Incumbent
11-9071.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,2.05,21,0.4032,1.2099,2.8922,N,n/a,08/2023,Incumbent
11-9071.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,1.54,21,0.5161,0.4602,2.6131,N,N,08/2023,Incumbent
11-9071.00,4.A.3.b.6,Documenting/Recording Information,IM,3.89,21,0.2205,3.4273,4.3472,N,n/a,08/2023,Incumbent
11-9071.00,4.A.3.b.6,Documenting/Recording Information,LV,3.07,21,0.1830,2.6893,3.4529,N,N,08/2023,Incumbent
11-9071.00,4.A.4.a.1,Interpreting the Meaning of Information for Others,IM,3.33,21,0.2451,2.8215,3.8439,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.a.1,Interpreting the Meaning of Information for Others,LV,2.43,21,0.3495,1.6977,3.1558,N,N,08/2023,Incumbent
11-9071.00,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",IM,4.35,21,0.1398,4.0578,4.6410,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",LV,4.68,21,0.2876,4.0773,5.2772,N,N,08/2023,Incumbent
11-9071.00,4.A.4.a.3,Communicating with People Outside the Organization,IM,3.05,21,0.3491,2.3219,3.7782,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.a.3,Communicating with People Outside the Organization,LV,2.67,21,0.4154,1.8042,3.5373,N,N,08/2023,Incumbent
11-9071.00,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,IM,3.88,21,0.2645,3.3236,4.4272,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,LV,4.79,21,0.2195,4.3294,5.2450,N,N,08/2023,Incumbent
11-9071.00,4.A.4.a.5,Assisting and Caring for Others,IM,2.50,21,0.3805,1.7093,3.2969,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.a.5,Assisting and Caring for Others,LV,2.59,21,0.6552,1.2277,3.9610,N,N,08/2023,Incumbent
11-9071.00,4.A.4.a.6,Selling or Influencing Others,IM,2.56,21,0.1940,2.1548,2.9644,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.a.6,Selling or Influencing Others,LV,2.92,21,0.3400,2.2149,3.6334,N,N,08/2023,Incumbent
11-9071.00,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,IM,4.06,20,0.2832,3.4683,4.6536,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,LV,4.90,21,0.2249,4.4314,5.3698,N,N,08/2023,Incumbent
11-9071.00,4.A.4.a.8,Performing for or Working Directly with the Public,IM,4.32,21,0.3313,3.6337,5.0000,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.a.8,Performing for or Working Directly with the Public,LV,4.68,21,0.1603,4.3434,5.0123,N,N,08/2023,Incumbent
11-9071.00,4.A.4.b.1,Coordinating the Work and Activities of Others,IM,3.46,21,0.3567,2.7143,4.2025,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.b.1,Coordinating the Work and Activities of Others,LV,4.30,21,0.2254,3.8340,4.7742,N,N,08/2023,Incumbent
11-9071.00,4.A.4.b.2,Developing and Building Teams,IM,3.51,21,0.1864,3.1191,3.8966,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.b.2,Developing and Building Teams,LV,3.46,21,0.2871,2.8647,4.0625,N,N,08/2023,Incumbent
11-9071.00,4.A.4.b.3,Training and Teaching Others,IM,3.64,21,0.3082,2.9940,4.2798,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.b.3,Training and Teaching Others,LV,3.85,21,0.2445,3.3359,4.3561,N,N,08/2023,Incumbent
11-9071.00,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",IM,3.68,21,0.3679,2.9092,4.4441,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",LV,4.25,21,0.5482,3.1063,5.3934,N,N,08/2023,Incumbent
11-9071.00,4.A.4.b.5,Coaching and Developing Others,IM,3.84,21,0.2236,3.3717,4.3046,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.b.5,Coaching and Developing Others,LV,4.32,21,0.1775,3.9483,4.6887,N,N,08/2023,Incumbent
11-9071.00,4.A.4.b.6,Providing Consultation and Advice to Others,IM,3.30,21,0.1881,2.9090,3.6939,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.b.6,Providing Consultation and Advice to Others,LV,3.57,21,0.4062,2.7193,4.4139,N,N,08/2023,Incumbent
11-9071.00,4.A.4.c.1,Performing Administrative Activities,IM,3.20,21,0.3310,2.5055,3.8863,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.c.1,Performing Administrative Activities,LV,3.28,21,0.1948,2.8693,3.6818,N,N,08/2023,Incumbent
11-9071.00,4.A.4.c.2,Staffing Organizational Units,IM,3.73,21,0.1747,3.3704,4.0993,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.c.2,Staffing Organizational Units,LV,4.02,21,0.2203,3.5645,4.4838,N,N,08/2023,Incumbent
11-9071.00,4.A.4.c.3,Monitoring and Controlling Resources,IM,3.32,20,0.2514,2.7922,3.8444,N,n/a,08/2023,Incumbent
11-9071.00,4.A.4.c.3,Monitoring and Controlling Resources,LV,3.88,21,0.2749,3.3064,4.4533,N,N,08/2023,Incumbent
11-9072.00,4.A.1.a.1,Getting Information,IM,4.42,16,0.1801,4.0331,4.8007,N,n/a,08/2025,Incumbent
11-9072.00,4.A.1.a.1,Getting Information,LV,5.04,17,0.3797,4.2382,5.8479,N,N,08/2025,Incumbent
11-9072.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",IM,3.61,17,0.2838,3.0059,4.2092,N,n/a,08/2025,Incumbent
11-9072.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",LV,3.86,16,0.3258,3.1663,4.5552,N,N,08/2025,Incumbent
11-9072.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",IM,3.96,17,0.2728,3.3782,4.5348,N,n/a,08/2025,Incumbent
11-9072.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",LV,4.55,16,0.2860,3.9406,5.1597,N,N,08/2025,Incumbent
11-9072.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",IM,2.88,17,0.4446,1.9381,3.8231,N,n/a,08/2025,Incumbent
11-9072.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",LV,2.51,17,0.4611,1.5359,3.4908,N,N,08/2025,Incumbent
11-9072.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",IM,3.33,17,0.1781,2.9483,3.7034,N,n/a,08/2025,Incumbent
11-9072.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",LV,2.80,17,0.3752,2.0090,3.5998,N,N,08/2025,Incumbent
11-9072.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",IM,3.44,16,0.3986,2.5926,4.2919,N,n/a,08/2025,Incumbent
11-9072.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",LV,2.90,17,0.4239,1.9968,3.7940,N,N,08/2025,Incumbent
11-9072.00,4.A.2.a.2,Processing Information,IM,3.38,17,0.4751,2.3771,4.3914,N,n/a,08/2025,Incumbent
11-9072.00,4.A.2.a.2,Processing Information,LV,2.87,17,0.5161,1.7764,3.9647,N,N,08/2025,Incumbent
11-9072.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,IM,2.85,17,0.4262,1.9496,3.7564,N,n/a,08/2025,Incumbent
11-9072.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,LV,2.14,17,0.4422,1.2031,3.0777,N,N,08/2025,Incumbent
11-9072.00,4.A.2.a.4,Analyzing Data or Information,IM,3.16,17,0.4563,2.1900,4.1244,N,n/a,08/2025,Incumbent
11-9072.00,4.A.2.a.4,Analyzing Data or Information,LV,3.21,17,0.5807,1.9811,4.4430,N,N,08/2025,Incumbent
11-9072.00,4.A.2.b.1,Making Decisions and Solving Problems,IM,4.58,17,0.2539,4.0413,5.0000,N,n/a,08/2025,Incumbent
11-9072.00,4.A.2.b.1,Making Decisions and Solving Problems,LV,4.42,17,0.3376,3.7087,5.1402,N,N,08/2025,Incumbent
11-9072.00,4.A.2.b.2,Thinking Creatively,IM,4.60,17,0.1665,4.2487,4.9547,N,n/a,08/2025,Incumbent
11-9072.00,4.A.2.b.2,Thinking Creatively,LV,4.39,17,0.3354,3.6743,5.0965,N,N,08/2025,Incumbent
11-9072.00,4.A.2.b.3,Updating and Using Relevant Knowledge,IM,4.09,17,0.2793,3.4958,4.6799,N,n/a,08/2025,Incumbent
11-9072.00,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,4.30,17,0.2115,3.8525,4.7491,N,N,08/2025,Incumbent
11-9072.00,4.A.2.b.4,Developing Objectives and Strategies,IM,3.89,17,0.1721,3.5234,4.2532,N,n/a,08/2025,Incumbent
11-9072.00,4.A.2.b.4,Developing Objectives and Strategies,LV,3.91,17,0.4710,2.9132,4.9100,N,N,08/2025,Incumbent
11-9072.00,4.A.2.b.5,Scheduling Work and Activities,IM,4.19,17,0.2879,3.5845,4.8050,N,n/a,08/2025,Incumbent
11-9072.00,4.A.2.b.5,Scheduling Work and Activities,LV,4.54,17,0.3637,3.7722,5.3143,N,N,08/2025,Incumbent
11-9072.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,4.37,17,0.1617,4.0239,4.7093,N,n/a,08/2025,Incumbent
11-9072.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,5.55,17,0.3493,4.8137,6.2946,N,N,08/2025,Incumbent
11-9072.00,4.A.3.a.1,Performing General Physical Activities,IM,3.62,17,0.3770,2.8199,4.4185,N,n/a,08/2025,Incumbent
11-9072.00,4.A.3.a.1,Performing General Physical Activities,LV,3.60,17,0.3087,2.9434,4.2522,N,N,08/2025,Incumbent
11-9072.00,4.A.3.a.2,Handling and Moving Objects,IM,3.39,17,0.3625,2.6224,4.1593,N,n/a,08/2025,Incumbent
11-9072.00,4.A.3.a.2,Handling and Moving Objects,LV,4.76,17,0.3883,3.9339,5.5805,N,N,08/2025,Incumbent
11-9072.00,4.A.3.a.3,Controlling Machines and Processes,IM,1.95,17,0.2600,1.3958,2.4982,N,n/a,08/2025,Incumbent
11-9072.00,4.A.3.a.3,Controlling Machines and Processes,LV,1.75,17,0.4875,0.7130,2.7800,N,N,08/2025,Incumbent
11-9072.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,2.44,17,0.3992,1.5963,3.2891,N,n/a,08/2025,Incumbent
11-9072.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,1.76,17,0.4972,0.7065,2.8145,N,N,08/2025,Incumbent
11-9072.00,4.A.3.b.1,Working with Computers,IM,4.34,17,0.1671,3.9868,4.6954,N,n/a,08/2025,Incumbent
11-9072.00,4.A.3.b.1,Working with Computers,LV,3.09,17,0.1208,2.8373,3.3496,N,N,08/2025,Incumbent
11-9072.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,1.67,17,0.2693,1.0953,2.2371,N,n/a,08/2025,Incumbent
11-9072.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,1.13,17,0.4680,0.1338,2.1178,N,N,08/2025,Incumbent
11-9072.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,1.78,16,0.3131,1.1157,2.4506,N,n/a,08/2025,Incumbent
11-9072.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,1.40,17,0.5167,0.3025,2.4933,N,N,08/2025,Incumbent
11-9072.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,1.94,17,0.2708,1.3610,2.5090,N,n/a,08/2025,Incumbent
11-9072.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,1.48,17,0.3933,0.6490,2.3166,N,N,08/2025,Incumbent
11-9072.00,4.A.3.b.6,Documenting/Recording Information,IM,3.74,16,0.3647,2.9612,4.5157,N,n/a,08/2025,Incumbent
